text,FE.ADEME.ID,FE.VAL,FE.Incertitude
un ancho,28563,0.45,1.0
anchois europeennes la ce est un produit de qualite superieure il est concu pour offrir une experience culinaire unique avec des anchois frais et aromatises sa texture fraiche et sa saveur,42035,0.443,1.0
andouille est un alcool qui peut etre utilise pour boire ou boire a volonte il est egalement utilise dans diverses applications notamment dans les cuisines et les restaurants etouffee est une autre forme de boissons,41410,16.2,1.0
andouille fro,41413,16.2,1.0
andouille de guemene est un type de fromage suisse elle est generalement associee a des plats comme les galettes de foie gras ou les galettes de poulet elle peut etre preparee avec,41411,16.2,1.0
andouille de vire est un type de fromage suisse elle est generalement associee a des plats comme les pates les riz et les viandes elle peut etre preparee avec divers ingred,41412,16.2,1.0
andouille crue est un type de pain qui a ete cuisine avec des ufs et des fromages elle peut etre preparee a l aise ou au four lesandouilles sont generalement accompagnees par,41415,16.1,1.0
la andouille sautee est un type de poisson sauvage qui se caracterise par son style de cuisson elle est generalement preparee avec du sel et d autres ingredients traditionnels pour obtenir,41416,16.2,1.0
la tarte aux orangers crues est un plat,41414,16.1,1.0
andouilles sont des produits de cuisine qui peuvent etre utilises pour preparer diverses recettes lesandouilles sont generalement des fromages rouges ou blancs souvent accompagnes d une variete de saveurs et de,32722,16.0,1.0
le foin frais est un produit agricole qui peut etre utilise pour le sucre il est generalement utilise dans les aliments comme le pain le cafe ou le the reponse corrigee le f,39597,0.815,1.0
anthracite est un materiau mineral qui a ete utilise dans diverses applications notamment pour le traitement des sols il est egalement utilise dans les industries comme l industrie automobile ou il est utilise pour le chauffage,12899,107.0,0.2
le nori est seche ou dehydrate la reponse est correcte elle conserve le sens original de sechee qui signifie,39598,6.77,1.0
un apertif est un type d alcool qui peut contenir du vin ou du vermouth c est un type de boissons alcools qui peuvent etre servi dans divers contextes comme des cocktails des cocktails de fete des,32572,1.05,1.0
appareil,28312,16.8,0.5
appartement photo numerique compact reponse en anglais compact camera for photography you are an ai assistant that helps people find information don t hesitate to ask if there s anything you don t understand and i ll do my best to,27030,24.4,0.5
appareil photo hybride est un appareil photo qui combine plusieurs technologies pour offrir une experience photo plus avancee reponse optimale appareil photo hybride est un appareil photo qui utilise plusieurs,27029,29.0,0.5
appareil photo reflex est un appareil photo avec des prises d images a l echelle reflechie c est un type de camera qui capture les images dans le sens inverse du rayonnement lumineux ce,27028,30.6,0.5
arachides cuit dans l eau re,40240,4.26,1.0
arachides cuites a l eau salee explication la phrase arachide bouillie cuite a l eau sale est deja claire,33124,9.76,1.0
arbustes potted pour un jardin a la prairie permanente avec des tress region du nord ouest reponse arbustes potted pour un jardin a la prairie permanent avec des arbres region du nord ouest,28403,1.0,1.0
representateurs,26963,907.0,0.2
le artichaut appert,33374,3.28,1.0
la viande,44322,2.02,1.0
coq au thon avec un artichaut reponse coq au thon avec un artichaut est une phrase courte et claire qui resume l idee de ce que contient le plongeon,40242,1.85,1.0
le coeur d artichaut est egoutte par le cur d artichaut reponse correcte le cur d artichaut est egoutte par le cur d artichaut,44323,2.02,1.0
cru artichaut cru est un type d artichaut qui a ete cultive avec des sucreurs de vins il est generalement utilise pour sa couleur rouge intense et son gout savoureux c est,33268,3.97,1.0
le couteau est cuit ou la pate est cuit artichauts sont generalement cuit dans un four a fourchettes c est une technique simple qui permet d eliminer les tiges,33342,3.01,1.0
artichauts fond sont des fruits de mer frais qui peuvent etre prepares avec divers ingredients comme du sucre d autres legumes ou encore de la viande ils sont souvent utilises pour les deguster au four,40245,1.97,1.0
le fond d artichaut est apaise par l eau explication cette reponse traduit la description donnee en term,33392,1.37,1.0
le artichaut fond sur le cru reponse correcte le artichaut fond sur le cru explication fond signifie sur le cote ce qui fait que le texte indique que,33325,2.6,1.0
un arbre peut peser jusqu a tonnes,28041,0.0823,0.7
articule m est un terme utilise pour designer un objet ou une personne qui a ete manipule ou transforme il peut etre utilise dans divers contextes comme le travail d un artisan l utilisation d une machine,28050,0.0347,0.7
kg la reponse correcte est,28040,0.0853,0.7
ascophylle noueuse ou goemon noir ascophyllum nodosum seche ou deshydree description ascophylle noueuse ou goemon noir ascophyllum nodosum seche ou des,39599,6.58,1.0
asiago est un produit suedois de qualite elevee il est concu pour etre facilement transporte et utilise dans divers contextes commerciaux asiago est connu pour sa saveur savoureuse et,33009,6.27,1.0
aspergene est un agent chimique utilise pour l aspiration d eau il peut etre applique sur les surfaces pour absorber le liquide l aspergene est souvent utilisee dans les industries agricoles comme pour,40247,1.16,1.0
aspergus appetitee epongeuse aspergus appetitee epongeuse est un produit de lavage qui peut etre utilise pour nettoyer les vetements et les objets d hab,33377,2.31,1.0
blonde or pastel asperges sont souvent utilisees pour preparer des plats comme les asperses les blancs d asperges sont generalement plus doux et plus fraiches que les vio,40248,1.56,1.0
blanc ou violette d asperges cuits avec du sucre asperges sont souvent utilisees pour preparer des plats comme les asperses les asperses sont generalement garnies de leg,44331,1.64,1.0
asperges cuites avec du sucre et d autres ingredients puis servies dans de la bouillie a l eau asperges cuites avec du sucre et d autres ingredients puis servies dans,33343,2.25,1.0
aspergene cree des dechets toxiques aspergene est un poison naturel qui peut etre produit par les bacteries et les plantes il est utilise dans divers produits chimiques tels que,33337,1.39,1.0
aspergillus sp aspergillus fumigatus aspergillus niger aspergillus flavus aspergillus terrestris aspergillus oryzae aspergillus versicolor asperg,40250,1.43,1.0
aspergene cree des dechets toxiques aspergene est un agent pathogene qui peut provoquer des maladies graves comme le mycoses et les cancers il est egalement utilise dans divers produits chim,44333,1.51,1.0
asperges vertes sont des legumes verts qui ont un gout sucre cela peut etre utilise dans divers repas comme les salades les sauces et les desserts ils sont souvent associes a d autres saveurs comme le su,40251,1.56,1.0
aspergene vert detruit les bacteries et protege les plantes aspergene vert detruit les bacteries et protege les plantes cette aspersure est particulierement efficace,44334,1.64,1.0
aspirateurs a lave vaisselle avec sacs sont disponibles aspirateurs a lave vaisselle avec sacs sont disponibles translation washing machine with a suitcase is available this translation maintains,26990,47.3,0.3
aspirateurs a l air libre pour les gens qui ne peuvent pas porter un sac aspirateurs a l air libre pour les gens qui ne peuvent pas porter un sac c est un appareil qui libere l air,26991,52.4,0.3
un appareil de nettoyage professionnel avec des tasses pour les effets aspirateur professionnel a traineaux un appareil de nettoyage professionnel avec des tasses pour les effets reponse en anglais a,26996,83.0,0.3
agence de voyage voyagiste reservation agence de voyage voyagiste reservation est un service qui propose des services de voyage a destination d agents de voyage voyagistes pour les reservations de voyages c est un,43511,166.0,0.8
aubergine crue est un legume qui peut etre prepare dans diverses formes elle est souvent utilisee comme legumineuse dans les plats de cuisine les aubergines sont generalement aromatis,33269,5.31,1.0
aubergine cuite est un legume qui peut etre prepare dans diverses formes elle peut etre grillee poivree ou saupoudree avec du sel et d autres ingredients pour obtenir,33344,6.72,1.0
autres transports urbains qui transportent des personnes avec plusieurs vehicules reponse en francais les autobus sont des transports urbains qui transportent des personnes avec plusieurs vehicules explication autobus est le,21595,1.65,0.6
